node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst
777,Variant_D  ,Titanium,stat.,Weld_Joint,189.322,,4.6482,880,5.34,1105.4,2024-06-02 10:23:00,Diana
455,Variant_A,Aluminium,Fatigue,Bracket_Arm,97.886,4.9272,2.7583,270,2.54,321.2,"May 16, 2024",Alice
1834,Variant_C,Cast Iron,Dynamic,Base_Plate,97.494,5.6738,2.0514,200,1.69,3467.1,2024-06-19 20:04:00,Alice
156,Variant_D,Steel,Dynamic,Base_Plate,141.944,7.2012,1.7613,250,5.59,1291.7,2024-07-27 08:02:00,unknown
1281,Variant_D,Ti,Dynamic,,145.488,3.7498,6.0486,880,3.29,806.4,2024-09-23 21:38:00,Bob
218,Variant_A,Titanium,Static,Bracket_Arm,74.447,7.833,11.8205,880,3.95,2293.9,01-20-2024,Diana
1824,Variant_D,Cast_Iron,Static,Rib_Section,87.464,1.7155,2.2867,200,4.18,3366.5,2024-12-18 22:31:00,Bob
1916,-9999,Cast_Iron,Fatigue,Bracket_Arm,114.849,3.7113,1.7414,200,2.26,554.3,2024-02-02 21:22:00,Alice
191,Variant_A,castiron,Static,Bracket_Arm,86.693,1.1996,-9999.0,200,3.85,1121.0,2024-08-11 18:25:00,Alice
559,Variant_B,steel,dynamic,Base_Plate,,0.2069,3.4868,250,3.28,2517.2,2024-11-06 10:32:00,Diana
70,Variant_D  ,Cast_Iron,Fatigue,Rib_Section,73.668,0.5164,,200,3.04,3564.2,2024-03-22 23:55:00,Diana
1596,Variant_D,Titanium,stat.,Rib_Section,67.442,0.9803,13.0482,880,5.17,1035.1,2024-08-27 23:59:00,Bob
1402,Variant_A,Aluminum,Fat,Bracket_Arm,169.01,2.3807,1.5975,270,4.69,2039.1,2024-01-06 12:53:00,Diana
1675,Variant_C,Cast_Iron,Fatigue,Rib_Section,104.824 MPa,6.4531,1.908,200,2.18,2395.1,2024-09-20 17:54:00,Alice
1918,Variant_B,Cast_Iron,Static,Rib_Section,87.292,3.3378,2.2912,200,2.62,3476.8,2024-06-07 17:44:00,Carlos
1654,Variant_C,Steel,DYNAMIC,Rib_Section,133.113,0.618,1.8781,250,2.21,1274.1,2024-07-28 07:36:00,Bob
1320,Variant_B,Cast_Iron,Fatigue,Rib_Section,120.036,3.2421,1.6662,200,3.64,1070.7,2024-04-03 14:22:00,Diana
1806,Variant_A,CAST_IRON,Static,Weld_Joint,151.452,0.4332,1.3206,200,4.69,1363.8,2024-10-04 18:13:00,Diana
1012,Variant_D,Steel,STATIC,Mounting_Hole,185.271,6.5708,1.3494,250,2.57,1790.1,2024-09-16 02:22:00,Diana
273,Variant_D,Titanium,FATIGUE,Base_Plate,86.203,1.0131,10.2085,880,5.87,90.5,2024-10-22 07:46:00,Alice
132,Variant_D,Steel,Fatigue,Rib_Section,111.88,2.7222,2.2345,250,2.68,2938.9,2024-01-08 23:09:00,Diana
1659,Variant_A,STEEL,Static,Base_Plate,53.809,4.6218,4.6461,250,4.79,1974.5,2024-02-22 16:25:00,Diana
1956,Variant_B,Steel,Fatigue,Weld_Joint,317.519,1.9484,0.7874,250,3.58,1939.5,2024-05-03 13:39:00,Carlos
1230,Variant_A,cast_iron,DYNAMIC,Base_Plate,58.89,1.7005,3.3962,200,2.58,2925.8,2024-11-23 23:14:00,Alice
486,Variant_C, Steel,Static,Rib_Section,122.869,2.7473,2.0347,250,2.9,2270.8,2024-10-11 12:35:00,Carlos
1566,Variant_D,TITANIUM,Dynamic,Base_Plate,107.614,7.2767,8.1774,880,2.83,3017.7,2024-10-13 04:51:00,Alice
203,Variant_C,Steel,dynamic,Weld_Joint,223.691,5.8493,1.1176,250,1.04,3533.2,2024-10-12 21:24:00,Carlos
1404,Variant_B,Titanium,Static,Base_Plate,96.922,5.3933,9.0795,880,1.58,2633.4,"July 12, 2024",Bob
1111,Variant_D,ALUM,Dynamic,Mounting_Hole,114.094,3.3311,2.3665,270,5.65,3000.4,2024-10-03 01:42:00,Diana
1132,Variant_D,titan,Static,Mounting_Hole,,2.8024,5.7022,880,3.8,3320.6,23-Jun-2024,Carlos
1163,Variant_A,titan,Static,,120.056,5.508,7.3299,880,2.9,105.6,2024-12-21 22:29:00,Carlos
1016,Variant_D,Titanium,Dynamic,Rib_Section,41.751,1.0136,21.0773,880,5.42,1523.9,2024-03-09 08:11:00,Carlos
391,-9999,cast_iron,Static,Mounting_Hole,287.747,5.0423,0.6951,200,2.55,1469.5,2024-12-01 04:44:00,Bob
678,Variant_C,Cast_Iron,Fatigue,Bracket_Arm,129.118,7.8009,1.549,200,1.56,859.3,2024-02-15 14:19:00,Carlos
643,Variant_C,Ti,Fatigue,Rib_Section,101.459,3.7276,,880,1.79,237.9,2024-07-12 18:30:00,Bob
1724,Variant_D,ALUMINUM,Dynamic,Mounting_Hole,148.392,,1.8195,270,2.72,2619.4,2024-11-03 10:30:00,Diana
1913,Variant_A,Cast_Iron,Fat,Mounting_Hole,317.485,6.0272,0.63,200,3.93,3464.2,2024-02-23 19:14:00,Carlos
1616,Variant_B,cast_iron,Fatigue,Rib_Section,65.756 MPa,7.6469,3.0415,200,1.74,2101.4,2024-07-04 02:22:00,Alice
1286,Variant_B,STEEL,Static,N/A,96.813,4.5997,2.5823,250,1.53,2932.8,2024-07-19 09:52:00,Bob
1791,Variant_C,Aluminium,Fatigue,Mounting_Hole,221.121,3.6354,1.2211,270,1.88,3069.6,2024-08-31 22:28:00,Carlos
1328,Variant_D,Cast_Iron,STATIC,Mounting_Hole,124.271,6.5011,1.6094,200,3.8,1731.0,2024-02-27 10:58:00,
1722,Variant_B,Titanium,Dynamic,Bracket_Arm,241.268,3.5798,3.6474,880,2.31,2920.9,2024-08-27 17:11:00,Alice
1858,Variant_B,Aluminum,Static,Weld_Joint,107.969 MPa,6.6527,2.5007,270,3.58,1780.0,2024-06-27 07:05:00,Diana
1826,Variant_C,Cast_Iron,Dynamic,Weld_Joint,258.545,3.1134,0.7736,200,2.2,3457.1,2024-08-29 04:56:00,Alice
171,Variant_D,Cast_Iron,Fat,Weld_Joint,177.856,0.0008542999999999999,1.1245,200,2.74,2317.7,2024-06-09 13:20:00,Carlos
1581,Variant_B,Cast_Iron,FATIGUE,Base_Plate,74.553,1.1621,2.6827,200,3.73,759.7,2024-10-17 01:51:00,Alice
1289,Variant_D,Steel,Static,Mounting_Hole,262.318,0.4624,0.953,250,4.08,636.5,2024-10-24 01:54:00,Carlos
1602,Variant_C,titanium,Static,Rib_Section,64.8,6.6426,13.5802,880,2.77,2456.0,2024-04-02 08:49:00,Carlos
1871,Variant_C,titan,Static,Mounting_Hole,267.836,2.5043,3.2856,880,1.68,2692.4,2024-08-06 20:01:00,Bob
174,Variant_A,Cast Iron,Dynamic,?,87.287,3.6038,2.2913,200,2.92,724.8,2024-01-27 09:38:00,Carlos
655,  Variant_B,Cast_Iron,Static,Base_Plate,,7.739,2.4887,200,2.13,988.9,2024-08-23 10:44:00,Alice
1293,Variant_B,Steel,Static,Base_Plate,51.851,7.3679,4.8215,250,3.54,1257.9,2024-11-28 10:37:00,Diana
1105,Variant_A,ALUMINUM,Stat,Mounting_Hole,162.433,3.6086,1.6622,270,4.46,2338.6 sec,2024-06-05 11:19:00,Carlos
1139,Variant_A,Titanium,Dynamic,Base_Plate,,5.0227,10.8951,880,3.59,3526.5,2024-04-17 00:12:00,Diana
260,Variant_B,Steel,Static,Mounting_Hole,190.309,1.816,1.3137,250,3.82,2316.5,2024-07-15 19:26:00,Bob
1494,Variant_C,TITANIUM,Fat,Rib_Section,86.032,3.9051,10.2288,880,1.17,1337.7,2024-04-25 02:16:00,Carlos
1934,Variant_D,cast_iron,Dynamic,Weld_Joint,195.277,4.6531,1.0242,200,5.21,611.7,2024-12-08 17:04:00,Carlos
504,Variant_D,titan,Fatigue,Base_Plate,77.143,,11.4074,880,5.5,2622.1,15-Nov-2024,Alice
1715,Variant_A,Cast_Iron,Dynamic,Base_Plate,102.052,1.1002,1.9598,200,4.59,2058.8,2024-07-05 11:49:00,Diana
799,Variant_A,Titanium,fatigue,Bracket_Arm,104.444,5.1,8.4256,880,2.94,607.0,2024-06-13 06:12:00,Carlos
1952,Variant_B,Cast_Iron,Static,,118.661,4.8508,1.6855,200,3.0,1061.1,2024-10-01 10:10:00,Carlos
1855,Variant_B,Titanium,Static,Bracket_Arm,80.995,7.3048,10.8649,880,3.81,1376.3,2024-01-16 15:13:00,Carlos
1423,Variant_D,Titanium,Fatigue,Base_Plate,46.119,1.0669,19.0811,880,2.78,437.4,2024-06-09 11:05:00,Diana
462,Variant_A,titanium,Dynamic,Mounting_Hole,203.564,6.0127,4.323,880,3.22,3232.3,2024-03-10 05:46:00,Diana
645,Variant_C,Steel,Dynamic,Bracket_Arm,194.032,0.1781,1.2884,250,2.03,2610.5,2024-12-12 22:14:00,Carlos
1912,Variant_C,titanium,Static,Bracket_Arm,165.231,0.293,5.3259,880,1.09,2692.9,2024-06-13 22:15:00,Bob
802,Variant_C,titanium,Static,Mounting_Hole,143.299,1.6841,6.141,880,1.46,1655.5,2024-10-20 07:10:00,Alice
507,Variant_C,Titanium,Static,Bracket_Arm,57.537,3.5074,15.2945,880,2.06,1018.0,2024-09-21 07:57:00,Alice
996,Variant_D,aluminum,Static,Bracket_Arm,99.4,6.0561,2.7163,270,3.85,2410.9,2024-04-08 00:15:00,Carlos
475,Variant_D,Titanium,Fat,Mounting_Hole,211.306,3.3554,4.1646,880,5.13,814.1,2024-06-01 07:06:00,Alice
1509,Variant_D,Cast_Iron,Dyn,Weld_Joint,245.173,3.3953,0.8158,200,3.64,1853.7,2024-04-22 23:52:00,Carlos
489,Variant_A,Steel,Dynamic,Base_Plate,-50.0 MPa,,2.784,250,3.93,422.2,2024-06-25 13:16:00,Diana
1461,Variant_A,Steel,Static,Rib_Section,60.956,7.3145,4.1013,250,2.91,1836.4,2024-11-01 03:06:00,Bob
1812,Variant_D,Aluminum,Static,Weld_Joint,,4.9844,1.8091,270,5.19,3565.0,2024-08-09 21:19:00,Alice
1329,Variant_A,Titanium,DYNAMIC,Rib_Section,124.691,0.6796,7.0574,880,4.56,603.8,2024-05-30 08:13:00,Alice
1840,Variant_C,Cast_Iron,Fatigue,Bracket_Arm,120.018,7.2438,1.6664,200,1.75,2087.0,2024-10-21 11:57:00,unknown
1728,Variant_C,CAST_IRON,Dynamic,Bracket_Arm,146.39,2.1513,1.3662,200,2.27,1433.6,2024-08-23 00:42:00,Bob
300,Variant_B	,Steel,Fatigue,Rib_Section,123.225,4.376,2.0288,250,3.6,3482.3,2024-09-27 22:23:00,Alice
1860,Variant_A,titanium,Dynamic,Rib_Section,80.356,4.8935,10.9513,880,3.8,3591.8,2024-05-11 04:20:00,Carlos
337,Variant_B,Titanum,Fatigue,Weld_Joint,245.411,5.734,3.5858,880,3.4,997.3,2024-11-30 20:48:00,Alice
1929,Variant_B,Aluminum,Fatigue,,107.427,2.809,2.5133,270,2.54,1357.5,2024-09-12 05:34:00,Bob
1469,Variant_B	,Steel,Fatigue,Bracket_Arm,,7.4094,2.0018,250,3.65,1656.5,2024-05-17 08:30:00,
634,Variant_B,Cast_Iron,Fatigue,Rib_Section,64.292,7.6065,3.1108,200,3.05,1489.1,2024-02-15 02:16:00,unknown
1652,Variant_A  ,Titanium,Dynamic,Mounting_Hole,268.582,7.604,3.2765,880,2.14,2104.7,2024-07-29 12:51:00,Diana
1597,Variant_B,STEEL,DYNAMIC,Mounting_Hole,265.951,7.0087,0.94,250,1.63,658.6,2024-02-13 07:49:00,Carlos
1311,Variant_B,Titanium,Fatigue,Base_Plate,42.55,0.9017,20.6816,880,2.05,698.1,2024-11-05 05:26:00,Bob
101,Variant_C,Steel ,Static,Base_Plate,73.554,6.9848,3.3989,250,2.18,2644.0,2024-05-29 22:08:00,Diana
550,Variant_A,Cast_Iron,Dynamic,Weld_Joint,219.455,6.4949,0.9113,200,2.18,1079.3,2024-10-12 17:00:00,Alice
1696,Variant_D,Titanium,Fat,Rib_Section,63.688,0.7397,13.8174,880,4.51,757.5,19/04/2024,Bob
1785,Variant_A,Steel,Static,Mounting_Hole,205.502,6.727,1.2165,250,2.15,2839.4,2024-10-23 03:46:00,Bob
724,Variant_A,Titanium,Dynamic,Bracket_Arm,133.398,4.5303,6.5968,880,3.37,2581.5,2024-09-06 22:44:00,Alice
885,Variant_A,Steel,Fatigue,null,152.421,5.5217,1.6402,250,4.2,1750.2,2024-10-02 05:10:00,Alice
1856,Variant_D,Titanium,Dynamic,Base_Plate,18.922,5.8642,46.5067,880,3.27,424.8,2024-06-13 00:50:00,Alice
1975,Variant_C  ,C.Iron,static,Bracket_Arm,9999.0,0.3628,1.8321,200,2.02,592.8,2024-04-21 10:35:00,Bob
864,Variant_B,TITANIUM,Fatigue,Rib_Section,31.913,5.7516,27.575,880,2.19,793.0,24-Feb-2024,Carlos
1658,Variant_C,Aluminium,Dyn,Mounting_Hole,325.266 MPa,0.2406,0.8301,270,3.0,1440.5,2024-07-30 06:35:00,Bob
567,Variant_A,Titanium,STATIC,Base_Plate,84.941,4.6502,10.3601,880,3.72,2677.8,2024-01-17 11:52:00,Diana
721,Variant_A,Ti,Fatigue,Base_Plate,69.75,4.0205,12.6165,880,2.7,2190.1,2024-10-11 18:59:00,Bob
1881,Variant_D,Aluminum,Fatigue,Rib_Section,64.28,2.8078,4.2004,270,2.58,2651.5,2024-07-19 18:12:00,Bob
534,Variant_D,Aluminum,Static,Base_Plate,81.221,3.6281,3.3243,270,3.68,1024.9,2024-02-08 23:46:00,Alice
55,Variant_C,titanium,Fatigue,Base_Plate,40.245 MPa,6.0435,21.8661,880,2.04,2244.5,2024-07-23 21:53:00,null
329,Variant_D,Ti,dyn.,Rib_Section,71.955,0.5617,12.2299,880,3.22,1723.1,2024-11-24 23:31:00,Diana
1875,Variant_B,STEEL,Fatigue,Mounting_Hole,173.396,1.0166,1.4418,250,3.55,830.2,2024-10-03 07:44:00,Bob
1688,Variant_B,Cast Iron,Dynamic,Base_Plate,65.948,2.3654,3.0327,200,3.57,2892.9,2024-10-30 19:17:00,Diana
1966,Variant_D,CAST_IRON,Dynamic,Base_Plate,86.899,1.7042,2.3015,200,5.65,1891.9,2024-07-17 14:58:00,TBD
1332,Variant_A,Steel,Dynamic,Bracket_Arm,136.443,7.0637,1.8323,250,3.98,687.3,2024-07-24 11:00:00,Alice
1621,Variant_C,Cast_Iron,Fatigue,Weld_Joint,121.123,1.9569,1.6512,200,2.18,721.6,2024-03-05 01:53:00,Diana
1624,Variant_A,Ti,DYNAMIC,Base_Plate,95.023,5.8569,9.2609,880,4.91,2713.6 sec,2024-11-07 19:06:00,Alice
613,Variant_B,Steel,FATIGUE,Mounting_Hole,252.956,5.2746,0.9883,250,1.82,3561.2,2024-04-18 04:11:00,Bob
910,Variant_B,CAST_IRON,STATIC,Weld_Joint,150.491,2.6415,1.329,200,2.01,523.5,2024-07-19 05:18:00,Alice
673,Variant_A,Steel,Dyn,Base_Plate,92.674,0.7238,2.6976,250,4.79,1592.9,2024-02-12 03:16:00,Bob
1862,Variant_B,Aluminum,Fatigue,Weld_Joint,167.153,0.9141,1.6153,270,3.21,417.1,2024-02-18 22:25:00,Carlos
1886,Variant_C,steeL,Dynamic,Mounting_Hole,206.106,3.2974,0.0,250,2.37,3320.9,2024-02-27 20:29:00,Diana
250,Variant_B,cast_iron,Fatigue,Weld_Joint,144.144,2.2134,1.3875,200,2.07,3161.2,2024-03-04 16:09:00,Carlos
1752,Variant_B,Cast_Iron,Static,Weld_Joint,207.8,4.0613,0.9625,200,1.96,96.9,2024-06-16 11:02:00,Bob
1613,Variant_B,Cast_Iron,Fatigue,Weld_Joint,101.198,5.7587,1.9763,200,3.65,1030.5,2024-09-27 01:38:00,Diana
844,Variant_D,Titanium,Static,Base_Plate,58.174,1.6626,15.127,880,4.08,2364.9,2024-08-10 00:18:00,Diana
1121,Variant_B,CAST_IRON,Dynamic,Mounting_Hole,231.325,2.8156,0.8646,200,2.2,1319.1,2024-07-11 03:03:00,Bob
1750,Variant_C, Steel,FATIGUE,Rib_Section,76.064,,3.2867,250,1.13,977.2,2024-05-07 05:05:00,Alice
25,Variant_B,Aluminum,stat.,Weld_Joint,175.035,2.5422,1.5425,270,3.79,635.1,2024-12-28 20:03:00,Bob
350,Variant_D	,Steel,Static,Weld_Joint,247.401,5.6001,1.0105,250,4.09,3022.2,2024-06-30 17:05:00,Carlos
427,Variant_B,TITANIUM,Static,Rib_Section,98.456 MPa,4.0524,8.938,880,2.53,608.1,2024-06-12 08:52:00,Alice
882,Variant_B,Cast_Iron,fatigue,Bracket_Arm,,7.9425,3.6258,200,3.27,484.0,2024-05-21 01:12:00,Alice
1259,Variant_B,Aluminum,Static,Weld_Joint,132.281,5.8905,2.0411,270,3.79,58.0,2024-04-03 06:16:00,Diana
753,Variant_D,Titanium,Static,Bracket_Arm,87.029,3.3258,10.1116,880,5.48,1197.2,2024-02-24 04:11:00,Alice
192,Variant_D,titan,Fatigue,Mounting_Hole,172.207,3.3068,5.1101,880,5.57,2513.4,2024-04-23 10:49:00,
549,Variant_A,cast_iron,Dyn,Mounting_Hole,334.162,5.501,0.5985,200,2.2,1146.8,2024-03-01 15:47:00,Alice
1154,Variant_D,Steel,Fatigue,,66.179,2.3004,3.7776,250,4.23,2819.9,2024-04-29 19:50:00,Alice
736,Variant_D,Steel,static,Bracket_Arm,145.474,3.1763,1.7185,250,3.73,2507.1,2024-12-16 11:09:00,Alice
1014,Variant_D,Aluminum,Static,Rib_Section,121.946,6.2736,2.2141,270,4.14,1883.8,2024-04-12 20:19:00,Carlos
774,Variant_B,Steel,Static,Bracket_Arm,106.667,6.0986,2.3437,250,3.11,1948.4,01-29-2024,Alice
1768,Variant_A,Cast_Iron,Static,Bracket_Arm,92.263,6.5092,2.1677,200,4.17,1277.6,2024-02-26 18:18:00,Bob
134,Variant_A,titan,FATIGUE,Base_Plate,92.52,4.4474,9.5115,880,2.74,2597.6,2024-07-13 10:40:00,Diana
806,Variant_D,Aluminum,stat.,Rib_Section,57.934,0.8831,,270,4.34,2866.0,2024-02-19 14:19:00,Diana
499,Variant_B,cast_iron,Fatigue,Base_Plate,96.492,3.5793,2.0727,200,3.29,470.7,2024-06-28 11:10:00,Carlos
1829,Variant_C,steeL,Static,Weld_Joint,140.116,0.8505,1.7842,250,1.13,1182.5,2024-12-24 22:47:00,Carlos
1131,Variant_D,aluminum,fatiq,unknown,89.36,3.4365,3.0215,270,5.52,2737.7,2024-06-11 21:21:00,Carlos
1588,Variant_B,Aluminum,Dyn,Base_Plate,97.935,3.7422,2.7569,270,2.45,3010.9,2024-04-17 03:23:00,Bob
834,  Variant_D,Titanium,Dynamic,Mounting_Hole,316.908,4.4404,2.7768,880,4.12,671.9,2024-03-26 01:44:00,Carlos
123,-9999,Titanum,Fatigue,Weld_Joint,237.334,3.1868,3.7079,880,1.71,1008.9,2024-10-09 13:05:00,Bob
717,Variant_D,TITANIUM,Dyn,Base_Plate,103.828,3.5499,8.4756,880,4.84,2235.6,2024-06-15 11:26:00,Diana
1287,Variant_A,Cast_Iron,Dynamic,Rib_Section,112.554,6.9684,1.7769,200,4.36,792.1,2024-12-13 15:22:00,N/A
94,Variant_B,Steel,Static,Rib_Section,90.461,1.3817,2.7636,250,2.14,1002.1,2024-09-07 17:48:00,Bob
460,Variant_B,titan,fatigue,Bracket_Arm,178.094,3.1545,4.9412,880,3.84,496.7,2024-06-14 01:01:00,Bob
1175,Variant_B,Steel,Fatigue,Base_Plate,38.956,6.5475,6.4175,250,2.24,50.2,2024-04-06 17:18:00,Bob
1843,Variant_B,Titanium,static,Rib_Section,,0.0061612,12.4012,880,3.97,1987.1,2024-05-18 07:59:00,Bob
931,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,229.921,4.3112,0.8699,200,5.03,2047.3,2024-03-24 23:57:00,Diana
1980,Variant_A,Titanium,Static,Mounting_Hole,246.084,2.5386,3.576,880,2.47,805.2,2024-07-01 06:47:00,Bob
928,Variant_D,Aluminum,Dynamic,Mounting_Hole,,5.0699,0.9528,270,3.09,2924.3,2024/11/04 19:32,Alice
488,Variant_A,Cast_Iron,STATIC,,106.707,1.9075,1.8743,200,3.79,1100.6,2024-10-17 18:37:00,Alice
1440,Variant_B,Aluminum,Dynamic,Base_Plate,113.455,6.0598,2.3798,270,2.67,399.3,03-26-2024,Bob
1839,  Variant_A,Steel,Static,Mounting_Hole,150.828,4.5512,1.6575,250,3.5,417.9,2024-08-06 04:16:00,Bob
372,Variant_D,CAST_IRON,Static,Base_Plate,84.9,2.7672,2.3557,200,2.57,137.5,2024-04-11 14:37:00,Diana
1354,Variant_B,Titanium,Dynamic,Mounting_Hole,222.558,3.6369,3.954,880,1.54,1486.3,2024-10-28 16:38:00,Carlos
740,Variant_D,Steel,Dynamic,Bracket_Arm,137.011,3.4536,1.8247,250,2.92,654.0,2024-01-31 09:12:00,Carlos
870,Variant_A,Aluminum,Fatigue,Bracket_Arm,177.298,4.0403,1.5229,270,3.77,2686.3,2024-01-08 05:40:00,Alice
1894,Variant_D,Steel,Dynamic,,134.081,,1.8645,250,4.06,73.2,2024-08-23 18:55:00,Alice
349,Variant_C,Titanium,Static,Bracket_Arm,160.244,1.4431,5.4916,880,2.38,2547.3,2024-02-14 05:27:00,Diana
822,Variant_A,Titanium,Static,Bracket_Arm,114.951,1.025,7.6554,880,3.22,239.0 sec,2024-08-09 22:37:00,Diana
1576,Variant_C,Cast_Iron,Dynamic,Mounting_Hole,259.084,1.8528,0.772,200,1.3,1070.3,2024-04-26 00:59:00,Alice
1595,Variant_A,Steel,fatiq,Rib_Section,104.52,6.0626,2.3919,250,3.17,3032.5,2024-12-13 09:54:00,Diana
1885,Variant_C,Steel,fatigue,Base_Plate,83.32,3.6624,3.0005,250,3.0,272.8,2024-08-20 04:04:00,Carlos
185,Variant_C,Steel,Static,Rib_Section,85.886,6.5294,2.9108,250,2.89,3105.1,2024-11-02 01:00:00,Bob
1403,Variant_D,Titanum,Fatigue,Base_Plate,,0.5159,18.412,880,3.37,3549.9,2024-06-05 22:14:00,Diana
1769,Variant_B,cast_iron,fatiq,Rib_Section,73.519,1.489,2.7204,200,2.99,3499.7,2024-06-29 06:26:00,Carlos
572,Variant_B,Steel,Dynamic,Weld_Joint,292.111,3.5893,0.8558,250,2.08,1477.5,2024-08-07 08:35:00,Carlos
971,Variant_B,Cast_Iron,Fatigue,Mounting_Hole,177.93,3.421,1.124,200,2.88,2000.7,2024-03-19 09:39:00,Alice
1381,Variant_A,steeL,Static,Weld_Joint,150.076,6.1175,1.6658,250,3.4,3028.3,2024-10-05 09:06:00,Diana
1770,Variant_C,Titanium,Fatigue,Weld_Joint,195.719,0.1508,4.4962,880,2.43,872.4,2024-12-06 21:40:00,Carlos
708,Variant_B, Steel,Stat,,221.955,7.2875,1.1264,250,2.73,3397.6,2024-09-05 06:06:00,Alice
711,Variant_A,C.Iron,fatiq,Weld_Joint,209.457,0.6955,0.9548,200,4.21,354.6,2024-07-03 17:47:00,Diana
866,Variant_A,Aluminum,Dynamic,Rib_Section,208.499,5.6592,1.295,270,3.3,663.6,2024-02-02 17:41:00,Carlos
302,Variant_B,Titanium,Fatigue,Rib_Section,111.212,2.0112,7.9128,880,1.89,2260.8,2024-02-29 21:13:00,Diana
80,Variant_C,Cast_Iron,Dynamic,Bracket_Arm,253.124,7.3808,0.7901,200,2.17,2554.8,2024-08-20 10:21:00,Diana
1626,Variant_C,Cast Iron,fatigue,Bracket_Arm,116.761,2.0913,,200,2.97,3091.5,2024-04-03 23:49:00,Alice
861,Variant_D,steeL,Fatigue,Base_Plate,76.493,7.9454,3.2683,250,4.08,408.7,2024-07-02 10:43:00,Carlos
60,Variant_C,Titanium,Fatigue,Rib_Section,77.067,2.9205,11.4186,880,1.08,1827.2,2024-06-16 12:44:00,Carlos
1100,Variant_D,Aluminum,dyn.,Bracket_Arm,218.809,4.872,1.234,270,3.02,939.0,2024-08-16 02:23:00,Diana
1351,Variant_B,Titanium,Static,Bracket_Arm,98.745,4.4445,8.9118,880,3.18,899.1,2024-01-21 00:03:00,Carlos
1739,Variant_A,Titanium,Dynamic,Bracket_Arm,214.061,2.7469,4.111,880,3.39,108.0,2024-03-24 12:43:00,
492, Variant_C ,steeL,Dynamic,Mounting_Hole,238.784,1.3382,1.047,250,2.48,3301.9,2024-06-08 08:53:00,Diana
-9999,Variant_A,Titanium,fatiq,Rib_Section,77.134 MPa,7.7918,11.4087,880,4.41,1199.3,2024-06-26 22:53:00,Carlos
862,Variant_D,steel,Fatigue,Weld_Joint,251.563 MPa,2.2749,0.9938,250,3.32,2481.7,2024-07-06 17:54:00,Carlos
1251,Variant_A,Aluminum,Dynamic,Base_Plate,39.557,4.3377,6.8256,270,4.34,1414.6,2024-08-21 21:09:00,Carlos
1996,Variant_B,Titanium,fatiq,Mounting_Hole,125.856,5.9552,6.9921,880,2.28,3478.0,2024-10-09 06:31:00,Carlos
322,Variant_B,Al,Dynamic,Bracket_Arm,116.71,0.8295,2.3134,270,3.88,1432.0,2024-06-19 09:58:00,Alice
947,Variant_D,TITANIUM,Static,Weld_Joint,152.432 MPa,0.1673,5.7731,880,5.51,2656.2,2024-04-21 04:32:00,Bob
0,Variant_B,Cast_Iron,Dynamic,Base_Plate,91.829,0.0029005999999999997,2.178,200,2.24,695.3 sec,2024-01-28 14:39:00,Diana
1036,Variant_C,Aluminum,Fatigue,Rib_Section,81.409,4.8545,3.3166,270,1.75,1333.1,2024/08/11 03:57,Diana
1582,Variant_B,Steel,Static,Weld_Joint,169.338,2.11,1.4763,250,2.12,2085.4 sec,2024-03-05 14:11:00,Carlos
454,Variant_C,Steel ,Dyn,Base_Plate,127.514,7.3052,1.9606,250,2.15,2072.5,2024-07-02 18:14:00,Bob
1689,Variant_B,ALUMINUM,Static,Bracket_Arm,,6.8073,1.903,270,3.24,1081.8,2024-04-20 02:59:00,Bob
891,Variant_C,Titanium,Static,Mounting_Hole,272.951,7.8914,3.224,880,2.56,2644.3,2024-03-06 01:44:00,Alice
553,Variant_D,Steel,Static,Bracket_Arm,79.677,0.0074227,3.1377,250,3.59,3127.7,2024-01-02 10:22:00,Carlos
1958,Variant_B,Titanium,Static,Base_Plate,103.717,1.6314,8.4846,880,3.63,1558.9,2024-01-08 04:21:00,Carlos
1651,Variant_B, Steel,Dynamic,Mounting_Hole,256.655,4.2119,0.9741,250,3.31,858.7,2024-09-16 06:56:00,Diana
1764,Variant_D,Titanum,Static,Bracket_Arm,137.86,1.5017,6.3833,880,3.64,3023.7,2024-09-28 11:19:00,
371,Variant_C,Cast_Iron,Dynamic,Bracket_Arm,180.276,,1.1094,200,1.78,266.2 sec,2024-07-26 20:11:00,Bob
1818,Variant_C,Cast_Iron,Dynamic,Mounting_Hole,399.124,2.453,0.5011,200,1.13,1488.1,2024-03-15 09:21:00,Carlos
604,Variant_C,Cast_Iron,Static,Base_Plate,56.783,0.8183,,200,2.71,2254.6,2024-05-28 04:29:00,Alice
-9999,Variant_B, Steel,Dynamic,Weld_Joint,238.476,3.8199,1.0483,250,2.58,2279.4,2024-04-29 17:22:00,Alice
1732,Variant_B,Cast_Iron,Fatigue,Rib_Section,119.811,6.2716,1.6693,200,2.69,1486.6,2024-08-25 22:15:00,Alice
872,Variant_A,Cast_Iron,Fatigue,Base_Plate,47.847,,4.18,200,4.07,3120.6,2024-04-22 02:51:00,Bob
1062,Variant_A,Aluminum,Static,Bracket_Arm,102.322,3.5571,2.6387,270,4.23,2725.7,2024-09-03 20:09:00,Bob
