node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst,failure_risk,stress_ratio,perf_score
431,Variant_B,Steel,Fatigue,Weld_Joint,198.799,1.4831,1.2576,250,3.89,1611.8,2024-08-04 18:20:00,Alice,High,0.7952,0.1732
432,Variant_B,Titanium,Fatigue,Mounting_Hole,154.08,4.6911,5.7113,880,3.95,2260.5,2024-04-07 05:31:00,Diana,Low,0.1751,0.7234
433,Variant_C,Titanium,Fatigue,Weld_Joint,203.353,4.7265,4.3275,880,2.02,2279.1,2024-09-14 00:00:00,Diana,Low,0.2311,0.6344
434,Variant_B,Cast_Iron,Fatigue,Base_Plate,22.935,3.681,8.7203,200,1.75,2832.5,2024-11-10 21:41:00,,Low,0.1147,0.88
435,Variant_B,Aluminum,Fatigue,Mounting_Hole,143.7,6.2528,1.8789,270,3.46,2094.5,2024-12-05 15:33:00,Diana,Medium,0.5322,0.3558
436,Variant_D,Titanium,Fatigue,Bracket_Arm,107.449,7.8428,8.1899,880,2.63,2230.2,2024-12-13 13:09:00,Carlos,Low,0.1221,0.8543
437,Variant_D,Cast_Iron,Static,Base_Plate,96.393,7.0232,2.0748,200,5.52,758.3,2024-05-09 15:44:00,Bob,Medium,0.482,0.3938
438,Variant_D,Aluminum,Static,Weld_Joint,181.633,3.7124,1.4865,270,5.06,1592.4,2024-09-16 11:30:00,Carlos,High,0.6727,0.2558
439,Variant_B,Titanium,Dynamic,Rib_Section,97.46,4.402,9.0293,880,1.57,308.8,2024-12-13 09:14:00,Bob,Low,0.1107,0.8948
440,Variant_B,Cast_Iron,Static,Rib_Section,124.699,7.1907,1.6039,200,3.92,662.7,2024-10-27 10:23:00,Diana,Medium,0.6235,0.2901
441,Variant_D,Aluminum,Static,Mounting_Hole,196.953,6.6173,1.3709,270,5.13,3044.6,2024-08-25 04:30:00,Diana,High,0.7295,0.2171
442,Variant_B,Titanium,Static,Mounting_Hole,113.44,2.2092,7.7574,880,3.47,2562.7,2024-02-17 20:23:00,Carlos,Low,0.1289,0.833
443,Variant_A,Cast_Iron,Fatigue,Base_Plate,67.293,0.205,2.9721,200,2.95,3136.3,2024-11-12 07:49:00,Diana,Low,0.3365,0.517
444,Variant_A,Steel,Static,Base_Plate,65.028,7.6186,3.8445,250,3.76,1933.0,2024-11-01 12:34:00,Alice,Low,0.2601,0.5977
445,Variant_D,Aluminum,Fatigue,Weld_Joint,105.381,7.8231,2.5621,270,4.75,746.0,2024-04-11 14:47:00,Alice,Low,0.3903,0.4683
446,Variant_C,Titanium,Dynamic,Rib_Section,122.217,6.5572,7.2003,880,1.68,3262.9,2024-03-02 00:00:00,Alice,Low,0.1389,0.8047
447,Variant_C,Aluminum,Dynamic,Mounting_Hole,169.529,1.2446,1.5926,270,2.92,1599.2,2024-05-15 14:03:00,Alice,Medium,0.6279,0.287
448,Variant_D,Cast_Iron,Dynamic,Weld_Joint,226.288,6.8912,0.8838,200,4.35,582.2,2024-10-03 07:00:00,Diana,High,1.1314,0.0354
449,Variant_B,Cast_Iron,Dynamic,Weld_Joint,185.062,7.5248999999999,1.0807,200,1.55,3264.2,2024-06-19 11:35:00,,High,0.9253,0.088
450,Variant_B,Steel,Dynamic,Rib_Section,82.377,3.6112,3.0348,250,3.03,2864.6,2024-08-21 08:53:00,Diana,Low,0.3295,0.5237
451,Variant_A,Cast_Iron,Static,Rib_Section,39.625,3.9596,5.0473,200,4.72,2130.7,2024-07-08 15:36:00,Alice,Low,0.1981,0.683
452,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,291.786,0.2709,0.6854,200,4.38,277.5,2024-04-11 06:03:00,Diana,High,1.4589,0.0274
453,Variant_A,Steel,Dynamic,Rib_Section,122.815,2.9888,2.0356,250,4.66,2456.4,2024-05-13 06:21:00,Alice,Medium,0.4913,0.3866
454,Variant_B,Aluminum,Dynamic,Bracket_Arm,61.642,0.7529,4.3801,270,3.7,2247.4,2024-07-17 00:00:00,Bob,Low,0.2283,0.6382
455,Variant_D,Titanium,Fatigue,Bracket_Arm,130.061,4.2996,6.7661,880,4.25,3281.5,2024-10-16 23:58:00,Diana,Low,0.1478,0.782
456,Variant_D,Aluminum,Static,Rib_Section,131.608,5.4441,2.0515,270,3.04,1487.1,2024-06-26 04:17:00,Bob,Medium,0.4874,0.3896
457,Variant_D,Aluminum,Fatigue,Mounting_Hole,192.053,1.3306,1.4059,270,3.06,37.1,2024-05-24 12:29:00,Carlos,High,0.7113,0.2295
458,Variant_A,Aluminum,Static,Rib_Section,94.933,6.2568,2.8441,270,4.11,2329.6,2024-07-10 10:35:00,,Low,0.3516,0.5028
459,Variant_C,Aluminum,Fatigue,Mounting_Hole,276.484,7.5005,0.9765,270,1.42,2500.2,2024-08-20 00:00:00,,High,1.024,0.0391
460,Variant_D,Aluminum,Fatigue,Mounting_Hole,283.069,1.6956,0.9538,270,3.96,1829.0,2024-09-28 19:31:00,Diana,High,1.0484,0.0382
461,Variant_A,Titanium,Fatigue,Base_Plate,60.012,7.2774,14.6637,880,2.71,992.6,2024-08-16 15:02:00,Carlos,Low,0.0682,0.9591
462,Variant_C,Steel,Static,Base_Plate,66.852,7.6551,3.7396,250,2.58,1811.6,2024-03-19 15:48:00,Diana,Low,0.2674,0.5891
463,Variant_A,Steel,Static,Base_Plate,75.949,2.6413,3.2917,250,3.47,180.7,2024-03-16 09:00:00,Carlos,Low,0.3038,0.5494
464,Variant_B,Aluminum,Fatigue,Rib_Section,95.599,6.2617,2.8243,270,3.13,2557.2,2024-08-08 08:22:00,Diana,Low,0.3541,0.5005
465,Variant_A,Aluminum,Static,Bracket_Arm,102.322,3.5571,2.6387,270,4.23,2725.7,2024-09-03 20:09:00,Bob,Low,0.379,0.4781
466,Variant_C,Steel,Fatigue,Weld_Joint,205.575,6.8957,1.2161,250,2.13,3407.6,2024-06-26 17:27:00,Carlos,High,0.8223,0.1553
467,Variant_C,Steel,Static,Bracket_Arm,138.153,2.481,1.8096,250,2.45,2326.1,2024-09-02 18:57:00,Diana,Medium,0.5526,0.3408
468,Variant_C,Titanium,Dynamic,Rib_Section,93.401,1.671,9.4217,880,1.93,1445.7,2024-12-23 03:29:00,Diana,Low,0.1061,0.9132
469,Variant_B,Aluminum,Static,Bracket_Arm,100.621,6.0564,2.6833,270,2.65,1884.2,2024-02-09 09:54:00,Alice,Low,0.3727,0.4837
470,Variant_C,Cast_Iron,Dynamic,Weld_Joint,258.545,3.1134,0.7736,200,2.2,3457.1,2024-08-29 04:56:00,Alice,High,1.2927,0.0309
471,Variant_C,Cast_Iron,Fatigue,Base_Plate,64.775,7.6924,3.0876,200,1.46,910.9,2024-04-29 12:43:00,Diana,Low,0.3239,0.5292
472,Variant_D,Titanium,Static,Weld_Joint,189.322,3.7273500000000004,4.6482,880,5.34,1105.4,2024-06-02 10:23:00,Diana,Low,0.2151,0.6569
473,Variant_A,Aluminum,Fatigue,Bracket_Arm,97.886,4.9272,2.7583,270,2.54,321.2,2024-05-16 00:00:00,Alice,Low,0.3625,0.4928
474,Variant_C,Cast_Iron,Dynamic,Base_Plate,97.494,5.6738,2.0514,200,1.69,3467.1,2024-06-19 20:04:00,Alice,Medium,0.4875,0.3896
475,Variant_D,Steel,Dynamic,Base_Plate,141.944,7.2012,1.7613,250,5.59,1291.7,2024-07-27 08:02:00,,Medium,0.5678,0.3298
476,Variant_A,Titanium,Static,Bracket_Arm,74.447,7.833,11.8205,880,3.95,2293.9,2024-01-20 00:00:00,Diana,Low,0.0846,0.9492
477,Variant_D,Cast_Iron,Static,Rib_Section,87.464,1.7155,2.2867,200,4.18,3366.5,2024-12-18 22:31:00,Bob,Medium,0.4373,0.4291
478,Variant_A,Cast_Iron,Static,Bracket_Arm,86.693,1.1996,2.307,200,3.85,1121.0,2024-08-11 18:25:00,Alice,Medium,0.4335,0.4322
479,Variant_D,Cast_Iron,Fatigue,Rib_Section,73.668,0.5164,2.7149,200,3.04,3564.2,2024-03-22 23:55:00,Diana,Low,0.3683,0.4876
480,Variant_D,Titanium,Static,Rib_Section,67.442,0.9803,13.0482,880,5.17,1035.1,2024-08-27 23:59:00,Bob,Low,0.0766,0.954
481,Variant_A,Aluminum,Fatigue,Bracket_Arm,169.01,2.3807,1.5975,270,4.69,2039.1,2024-01-06 12:53:00,Diana,Medium,0.626,0.2883
482,Variant_C,Cast_Iron,Fatigue,Rib_Section,104.824,6.4531,1.908,200,2.18,2395.1,2024-09-20 17:54:00,Alice,Medium,0.5241,0.3619
483,Variant_B,Cast_Iron,Static,Rib_Section,87.292,3.3378,2.2912,200,2.62,3476.8,2024-06-07 17:44:00,Carlos,Medium,0.4365,0.4297
484,Variant_C,Steel,Dynamic,Rib_Section,133.113,0.618,1.8781,250,2.21,1274.1,2024-07-28 07:36:00,Bob,Medium,0.5325,0.3556
485,Variant_B,Cast_Iron,Fatigue,Rib_Section,120.036,3.2421,1.6662,200,3.64,1070.7,2024-04-03 14:22:00,Diana,Medium,0.6002,0.3065
486,Variant_A,Cast_Iron,Static,Weld_Joint,151.452,0.4332,1.3206,200,4.69,1363.8,2024-10-04 18:13:00,Diana,High,0.7573,0.1984
487,Variant_D,Steel,Static,Mounting_Hole,185.271,6.5708,1.3494,250,2.57,1790.1,2024-09-16 02:22:00,Diana,High,0.7411,0.2093
488,Variant_D,Titanium,Fatigue,Base_Plate,86.203,1.0131,10.2085,880,5.87,90.5,2024-10-22 07:46:00,Alice,Low,0.098,0.9412
489,Variant_D,Steel,Fatigue,Rib_Section,111.88,2.7222,2.2345,250,2.68,2938.9,2024-01-08 23:09:00,Diana,Medium,0.4475,0.4209
490,Variant_A,Steel,Static,Base_Plate,53.809,4.6218,4.6461,250,4.79,1974.5,2024-02-22 16:25:00,Diana,Low,0.2152,0.6567
491,Variant_B,Steel,Fatigue,Weld_Joint,317.519,1.9484,0.7874,250,3.58,1939.5,2024-05-03 13:39:00,Carlos,High,1.2701,0.0315
492,Variant_A,Cast_Iron,Dynamic,Base_Plate,58.89,1.7005,3.3962,200,2.58,2925.8,2024-11-23 23:14:00,Alice,Low,0.2944,0.5592
493,Variant_C,Steel,Static,Rib_Section,122.869,2.7473,2.0347,250,2.9,2270.8,2024-10-11 12:35:00,Carlos,Medium,0.4915,0.3865
494,Variant_D,Titanium,Dynamic,Base_Plate,107.614,7.2767,8.1774,880,2.83,3017.7,2024-10-13 04:51:00,Alice,Low,0.1223,0.8537
495,Variant_C,Steel,Dynamic,Weld_Joint,223.691,5.8493,1.1176,250,1.04,3533.2,2024-10-12 21:24:00,Carlos,High,0.8948,0.1078
496,Variant_B,Titanium,Static,Base_Plate,96.922,5.3933,9.0795,880,1.58,2633.4,2024-07-12 00:00:00,Bob,Low,0.1101,0.8971
497,Variant_D,Aluminum,Dynamic,Mounting_Hole,114.094,3.3311,2.3665,270,5.65,3000.4,2024-10-03 01:42:00,Diana,Medium,0.4226,0.4411
498,Variant_D,Titanium,Dynamic,Rib_Section,41.751,1.0136,20.0,880,5.42,1523.9,2024-03-09 08:11:00,Carlos,Low,0.0474,0.9716
499,Variant_C,Cast_Iron,Fatigue,Bracket_Arm,129.118,7.8009,1.549,200,1.56,859.3,2024-02-15 14:19:00,Carlos,Medium,0.6456,0.2746
500,Variant_C,Titanium,Fatigue,Rib_Section,101.459,3.7276,8.6735,880,1.79,237.9,2024-07-12 18:30:00,Bob,Low,0.1153,0.8778
501,Variant_D,Aluminum,Dynamic,Mounting_Hole,148.392,4.0261,1.8195,270,2.72,2619.4,2024-11-03 10:30:00,Diana,Medium,0.5496,0.343
502,Variant_A,Cast_Iron,Fatigue,Mounting_Hole,317.485,6.0272,0.63,200,3.93,3464.2,2024-02-23 19:14:00,Carlos,High,1.5874,0.0252
503,Variant_B,Cast_Iron,Fatigue,Rib_Section,65.756,7.6469,3.0415,200,1.74,2101.4,2024-07-04 02:22:00,Alice,Low,0.3288,0.5244
504,Variant_C,Aluminum,Fatigue,Mounting_Hole,221.121,3.6354,1.2211,270,1.88,3069.6,2024-08-31 22:28:00,Carlos,High,0.819,0.1574
505,Variant_D,Cast_Iron,Static,Mounting_Hole,124.271,6.5011,1.6094,200,3.8,1731.0,2024-02-27 10:58:00,,Medium,0.6214,0.2915
506,Variant_B,Titanium,Dynamic,Bracket_Arm,241.268,3.5798,3.6474,880,2.31,2920.9,2024-08-27 17:11:00,Alice,Low,0.2742,0.5814
507,Variant_B,Aluminum,Static,Weld_Joint,107.969,6.6527,2.5007,270,3.58,1780.0,2024-06-27 07:05:00,Diana,Low,0.3999,0.4601
508,Variant_C,Cast_Iron,Dynamic,Weld_Joint,258.545,3.1134,0.7736,200,2.2,3457.1,2024-08-29 04:56:00,Alice,High,1.2927,0.0309
509,Variant_D,Cast_Iron,Fatigue,Weld_Joint,177.856,0.8542999999999,1.1245,200,2.74,2317.7,2024-06-09 13:20:00,Carlos,High,0.8893,0.1114
510,Variant_B,Cast_Iron,Fatigue,Base_Plate,74.553,1.1621,2.6827,200,3.73,759.7,2024-10-17 01:51:00,Alice,Low,0.3728,0.4836
511,Variant_D,Steel,Static,Mounting_Hole,262.318,0.4624,0.953,250,4.08,636.5,2024-10-24 01:54:00,Carlos,High,1.0493,0.0381
512,Variant_C,Titanium,Static,Rib_Section,64.8,6.6426,13.5802,880,2.77,2456.0,2024-04-02 08:49:00,Carlos,Low,0.0736,0.9558
513,Variant_C,Titanium,Static,Mounting_Hole,267.836,2.5043,3.2856,880,1.68,2692.4,2024-08-06 20:01:00,Bob,Low,0.3044,0.5488
514,Variant_B,Steel,Static,Base_Plate,51.851,7.3679,4.8215,250,3.54,1257.9,2024-11-28 10:37:00,Diana,Low,0.2074,0.6684
515,Variant_A,Aluminum,Static,Mounting_Hole,162.433,3.6086,1.6622,270,4.46,2338.6,2024-06-05 11:19:00,Carlos,Medium,0.6016,0.3055
516,Variant_B,Steel,Static,Mounting_Hole,190.309,1.816,1.3137,250,3.82,2316.5,2024-07-15 19:26:00,Bob,High,0.7612,0.1958
517,Variant_C,Titanium,Fatigue,Rib_Section,86.032,3.9051,10.2288,880,1.17,1337.7,2024-04-25 02:16:00,Carlos,Low,0.0978,0.9413
518,Variant_D,Cast_Iron,Dynamic,Weld_Joint,195.277,4.6531,1.0242,200,5.21,611.7,2024-12-08 17:04:00,Carlos,High,0.9764,0.0551
519,Variant_D,Titanium,Fatigue,Base_Plate,77.143,3.8921,11.4074,880,5.5,2622.1,2024-11-15 00:00:00,Alice,Low,0.0877,0.9474
520,Variant_A,Cast_Iron,Dynamic,Base_Plate,102.052,1.1002,1.9598,200,4.59,2058.8,2024-07-05 11:49:00,Diana,Medium,0.5103,0.3722
521,Variant_A,Titanium,Fatigue,Bracket_Arm,104.444,5.1,8.4256,880,2.94,607.0,2024-06-13 06:12:00,Carlos,Low,0.1187,0.8658
522,Variant_B,Titanium,Static,Bracket_Arm,80.995,7.3048,10.8649,880,3.81,1376.3,2024-01-16 15:13:00,Carlos,Low,0.092,0.9448
523,Variant_D,Titanium,Fatigue,Base_Plate,46.119,1.0669,19.0811,880,2.78,437.4,2024-06-09 11:05:00,Diana,Low,0.0524,0.9686
524,Variant_A,Titanium,Dynamic,Mounting_Hole,203.564,6.0127,4.323,880,3.22,3232.3,2024-03-10 05:46:00,Diana,Low,0.2313,0.6341
525,Variant_C,Steel,Dynamic,Bracket_Arm,194.032,0.1781,1.2884,250,2.03,2610.5,2024-12-12 22:14:00,Carlos,High,0.7761,0.1859
526,Variant_C,Titanium,Static,Bracket_Arm,165.231,0.293,5.3259,880,1.09,2692.9,2024-06-13 22:15:00,Bob,Low,0.1878,0.7004
527,Variant_C,Titanium,Static,Mounting_Hole,143.299,1.6841,6.141,880,1.46,1655.5,2024-10-20 07:10:00,Alice,Low,0.1628,0.748
528,Variant_C,Titanium,Static,Bracket_Arm,57.537,3.5074,15.2945,880,2.06,1018.0,2024-09-21 07:57:00,Alice,Low,0.0654,0.9608
529,Variant_D,Aluminum,Static,Bracket_Arm,99.4,6.0561,2.7163,270,3.85,2410.9,2024-04-08 00:15:00,Carlos,Low,0.3681,0.4878
530,Variant_D,Titanium,Fatigue,Mounting_Hole,211.306,3.3554,4.1646,880,5.13,814.1,2024-06-01 07:06:00,Alice,Low,0.2401,0.6225
531,Variant_D,Cast_Iron,Dynamic,Weld_Joint,245.173,3.3953,0.8158,200,3.64,1853.7,2024-04-22 23:52:00,Carlos,High,1.2259,0.0326
532,Variant_A,Steel,Static,Rib_Section,60.956,7.3145,4.1013,250,2.91,1836.4,2024-11-01 03:06:00,Bob,Low,0.2438,0.6178
533,Variant_A,Titanium,Dynamic,Rib_Section,124.691,0.6796,7.0574,880,4.56,603.8,2024-05-30 08:13:00,Alice,Low,0.1417,0.7973
534,Variant_C,Cast_Iron,Fatigue,Bracket_Arm,120.018,7.2438,1.6664,200,1.75,2087.0,2024-10-21 11:57:00,,Medium,0.6001,0.3066
535,Variant_C,Cast_Iron,Dynamic,Bracket_Arm,146.39,2.1513,1.3662,200,2.27,1433.6,2024-08-23 00:42:00,Bob,High,0.7319,0.2155
536,Variant_B,Steel,Fatigue,Rib_Section,123.225,4.376,2.0288,250,3.6,3482.3,2024-09-27 22:23:00,Alice,Medium,0.4929,0.3854
537,Variant_A,Titanium,Dynamic,Rib_Section,80.356,4.8935,10.9513,880,3.8,3591.8,2024-05-11 04:20:00,Carlos,Low,0.0913,0.9452
538,Variant_B,Titanium,Fatigue,Weld_Joint,245.411,5.734,3.5858,880,3.4,997.3,2024-11-30 20:48:00,Alice,Low,0.2789,0.5761
539,Variant_B,Cast_Iron,Fatigue,Rib_Section,64.292,7.6065,3.1108,200,3.05,1489.1,2024-02-15 02:16:00,,Low,0.3215,0.5315
540,Variant_A,Titanium,Dynamic,Mounting_Hole,268.582,7.604,3.2765,880,2.14,2104.7,2024-07-29 12:51:00,Diana,Low,0.3052,0.5479
541,Variant_B,Steel,Dynamic,Mounting_Hole,265.951,7.0087,0.94,250,1.63,658.6,2024-02-13 07:49:00,Carlos,High,1.0638,0.0376
542,Variant_B,Titanium,Fatigue,Base_Plate,42.55,0.9017,20.0,880,2.05,698.1,2024-11-05 05:26:00,Bob,Low,0.0484,0.971
543,Variant_C,Steel,Static,Base_Plate,73.554,6.9848,3.3989,250,2.18,2644.0,2024-05-29 22:08:00,Diana,Low,0.2942,0.5594
544,Variant_A,Cast_Iron,Dynamic,Weld_Joint,219.455,6.4949,0.9113,200,2.18,1079.3,2024-10-12 17:00:00,Alice,High,1.0973,0.0365
545,Variant_D,Titanium,Fatigue,Rib_Section,63.688,0.7397,13.8174,880,4.51,757.5,2024-04-19 00:00:00,Bob,Low,0.0724,0.9566
546,Variant_A,Steel,Static,Mounting_Hole,205.502,6.727,1.2165,250,2.15,2839.4,2024-10-23 03:46:00,Bob,High,0.822,0.1555
547,Variant_A,Titanium,Dynamic,Bracket_Arm,133.398,4.5303,6.5968,880,3.37,2581.5,2024-09-06 22:44:00,Alice,Low,0.1516,0.7729
548,Variant_D,Titanium,Dynamic,Base_Plate,18.922,5.8642,20.0,880,3.27,424.8,2024-06-13 00:50:00,Alice,Low,0.0215,0.9871
549,Variant_B,Titanium,Fatigue,Rib_Section,31.913,5.7516,20.0,880,2.19,793.0,2024-02-24 00:00:00,Carlos,Low,0.0363,0.9782
550,Variant_C,Aluminum,Dynamic,Mounting_Hole,325.266,0.2406,0.8301,270,3.0,1440.5,2024-07-30 06:35:00,Bob,High,1.2047,0.0332
551,Variant_A,Titanium,Static,Base_Plate,84.941,4.6502,10.3601,880,3.72,2677.8,2024-01-17 11:52:00,Diana,Low,0.0965,0.9421
552,Variant_A,Titanium,Fatigue,Base_Plate,69.75,4.0205,12.6165,880,2.7,2190.1,2024-10-11 18:59:00,Bob,Low,0.0793,0.9524
553,Variant_D,Aluminum,Fatigue,Rib_Section,64.28,2.8078,4.2004,270,2.58,2651.5,2024-07-19 18:12:00,Bob,Low,0.2381,0.6252
554,Variant_D,Aluminum,Static,Base_Plate,81.221,3.6281,3.3243,270,3.68,1024.9,2024-02-08 23:46:00,Alice,Low,0.3008,0.5525
555,Variant_C,Titanium,Fatigue,Base_Plate,40.245,6.0435,20.0,880,2.04,2244.5,2024-07-23 21:53:00,,Low,0.0457,0.9726
556,Variant_D,Titanium,Dynamic,Rib_Section,71.955,0.5617,12.2299,880,3.22,1723.1,2024-11-24 23:31:00,Diana,Low,0.0818,0.9509
557,Variant_B,Steel,Fatigue,Mounting_Hole,173.396,1.0166,1.4418,250,3.55,830.2,2024-10-03 07:44:00,Bob,High,0.6936,0.2415
558,Variant_B,Cast_Iron,Dynamic,Base_Plate,65.948,2.3654,3.0327,200,3.57,2892.9,2024-10-30 19:17:00,Diana,Low,0.3297,0.5235
559,Variant_D,Cast_Iron,Dynamic,Base_Plate,86.899,1.7042,2.3015,200,5.65,1891.9,2024-07-17 14:58:00,,Medium,0.4345,0.4314
560,Variant_A,Steel,Dynamic,Bracket_Arm,136.443,7.0637,1.8323,250,3.98,687.3,2024-07-24 11:00:00,Alice,Medium,0.5458,0.3458
561,Variant_C,Cast_Iron,Fatigue,Weld_Joint,121.123,1.9569,1.6512,200,2.18,721.6,2024-03-05 01:53:00,Diana,Medium,0.6056,0.3027
562,Variant_A,Titanium,Dynamic,Base_Plate,95.023,5.8569,9.2609,880,4.91,2713.6,2024-11-07 19:06:00,Alice,Low,0.108,0.9056
563,Variant_B,Steel,Fatigue,Mounting_Hole,252.956,5.2746,0.9883,250,1.82,3561.2,2024-04-18 04:11:00,Bob,High,1.0118,0.0395
564,Variant_B,Cast_Iron,Static,Weld_Joint,150.491,2.6415,1.329,200,2.01,523.5,2024-07-19 05:18:00,Alice,High,0.7525,0.2017
565,Variant_A,Steel,Dynamic,Base_Plate,92.674,0.7238,2.6976,250,4.79,1592.9,2024-02-12 03:16:00,Bob,Low,0.3707,0.4855
566,Variant_B,Aluminum,Fatigue,Weld_Joint,167.153,0.9141,1.6153,270,3.21,417.1,2024-02-18 22:25:00,Carlos,Medium,0.6191,0.2932
567,Variant_C,Steel,Dynamic,Mounting_Hole,206.106,3.2974,1.213,250,2.37,3320.9,2024-02-27 20:29:00,Diana,High,0.8244,0.1539
568,Variant_B,Cast_Iron,Fatigue,Weld_Joint,144.144,2.2134,1.3875,200,2.07,3161.2,2024-03-04 16:09:00,Carlos,High,0.7207,0.2231
569,Variant_B,Cast_Iron,Static,Weld_Joint,207.8,4.0613,0.9625,200,1.96,96.9,2024-06-16 11:02:00,Bob,High,1.039,0.0385
570,Variant_B,Cast_Iron,Fatigue,Weld_Joint,101.198,5.7587,1.9763,200,3.65,1030.5,2024-09-27 01:38:00,Diana,Medium,0.506,0.3755
571,Variant_D,Titanium,Static,Base_Plate,58.174,1.6626,15.127,880,4.08,2364.9,2024-08-10 00:18:00,Diana,Low,0.0661,0.9603
572,Variant_B,Cast_Iron,Dynamic,Mounting_Hole,231.325,2.8156,0.8646,200,2.2,1319.1,2024-07-11 03:03:00,Bob,High,1.1566,0.0346
573,Variant_C,Steel,Fatigue,Rib_Section,76.064,3.6112,3.2867,250,1.13,977.2,2024-05-07 05:05:00,Alice,Low,0.3043,0.5489
574,Variant_B,Aluminum,Static,Weld_Joint,175.035,2.5422,1.5425,270,3.79,635.1,2024-12-28 20:03:00,Bob,Medium,0.6483,0.2727
575,Variant_D,Steel,Static,Weld_Joint,247.401,5.6001,1.0105,250,4.09,3022.2,2024-06-30 17:05:00,Carlos,High,0.9896,0.0467
576,Variant_B,Titanium,Static,Rib_Section,98.456,4.0524,8.938,880,2.53,608.1,2024-06-12 08:52:00,Alice,Low,0.1119,0.8904
577,Variant_B,Aluminum,Static,Weld_Joint,132.281,5.8905,2.0411,270,3.79,58.0,2024-04-03 06:16:00,Diana,Medium,0.4899,0.3877
578,Variant_D,Titanium,Static,Bracket_Arm,87.029,3.3258,10.1116,880,5.48,1197.2,2024-02-24 04:11:00,Alice,Low,0.0989,0.9407
579,Variant_D,Titanium,Fatigue,Mounting_Hole,172.207,3.3068,5.1101,880,5.57,2513.4,2024-04-23 10:49:00,,Low,0.1957,0.687
580,Variant_A,Cast_Iron,Dynamic,Mounting_Hole,334.162,5.501,0.5985,200,2.2,1146.8,2024-03-01 15:47:00,Alice,High,1.6708,0.0239
581,Variant_D,Steel,Static,Bracket_Arm,145.474,3.1763,1.7185,250,3.73,2507.1,2024-12-16 11:09:00,Alice,Medium,0.5819,0.3196
582,Variant_D,Aluminum,Static,Rib_Section,121.946,6.2736,2.2141,270,4.14,1883.8,2024-04-12 20:19:00,Carlos,Medium,0.4517,0.4175
583,Variant_B,Steel,Static,Bracket_Arm,106.667,6.0986,2.3437,250,3.11,1948.4,2024-01-29 00:00:00,Alice,Medium,0.4267,0.4377
584,Variant_A,Cast_Iron,Static,Bracket_Arm,92.263,6.5092,2.1677,200,4.17,1277.6,2024-02-26 18:18:00,Bob,Medium,0.4613,0.4099
585,Variant_A,Titanium,Fatigue,Base_Plate,92.52,4.4474,9.5115,880,2.74,2597.6,2024-07-13 10:40:00,Diana,Low,0.1051,0.9174
586,Variant_D,Aluminum,Static,Rib_Section,57.934,0.8831,4.6605,270,4.34,2866.0,2024-02-19 14:19:00,Diana,Low,0.2146,0.6577
587,Variant_B,Cast_Iron,Fatigue,Base_Plate,96.492,3.5793,2.0727,200,3.29,470.7,2024-06-28 11:10:00,Carlos,Medium,0.4825,0.3934
588,Variant_C,Steel,Static,Weld_Joint,140.116,0.8505,1.7842,250,1.13,1182.5,2024-12-24 22:47:00,Carlos,Medium,0.5605,0.3351
589,Variant_B,Aluminum,Dynamic,Base_Plate,97.935,3.7422,2.7569,270,2.45,3010.9,2024-04-17 03:23:00,Bob,Low,0.3627,0.4927
590,Variant_D,Titanium,Dynamic,Mounting_Hole,316.908,4.4404,2.7768,880,4.12,671.9,2024-03-26 01:44:00,Carlos,Low,0.3601,0.495
591,Variant_D,Titanium,Dynamic,Base_Plate,103.828,3.5499,8.4756,880,4.84,2235.6,2024-06-15 11:26:00,Diana,Low,0.118,0.8682
592,Variant_A,Cast_Iron,Dynamic,Rib_Section,112.554,6.9684,1.7769,200,4.36,792.1,2024-12-13 15:22:00,,Medium,0.5628,0.3334
593,Variant_B,Steel,Static,Rib_Section,90.461,1.3817,2.7636,250,2.14,1002.1,2024-09-07 17:48:00,Bob,Low,0.3618,0.4935
594,Variant_B,Titanium,Fatigue,Bracket_Arm,178.094,3.1545,4.9412,880,3.84,496.7,2024-06-14 01:01:00,Bob,Low,0.2024,0.6762
595,Variant_B,Steel,Fatigue,Base_Plate,38.956,6.5475,6.4175,250,2.24,50.2,2024-04-06 17:18:00,Bob,Low,0.1558,0.7632
596,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,229.921,4.3112,0.8699,200,5.03,2047.3,2024-03-24 23:57:00,Diana,High,1.1496,0.0348
597,Variant_A,Titanium,Static,Mounting_Hole,246.084,2.5386,3.576,880,2.47,805.2,2024-07-01 06:47:00,Bob,Low,0.2796,0.5753
598,Variant_B,Aluminum,Dynamic,Base_Plate,113.455,6.0598,2.3798,270,2.67,399.3,2024-03-26 00:00:00,Bob,Medium,0.4202,0.4431
599,Variant_A,Steel,Static,Mounting_Hole,150.828,4.5512,1.6575,250,3.5,417.9,2024-08-06 04:16:00,Bob,Medium,0.6033,0.3043
600,Variant_D,Cast_Iron,Static,Base_Plate,84.9,2.7672,2.3557,200,2.57,137.5,2024-04-11 14:37:00,Diana,Medium,0.4245,0.4395
601,Variant_B,Titanium,Dynamic,Mounting_Hole,222.558,3.6369,3.954,880,1.54,1486.3,2024-10-28 16:38:00,Carlos,Low,0.2529,0.6064
